,Rating,Title,Review
1022,4.0,Nice product,Battery life is below average👎🏻.Other specs are good.READ MORE
1023,5.0,Wonderful,Very nice phoneREAD MORE
1024,5.0,Terrific,NiceREAD MORE
1025,5.0,Super!,Lovely..READ MORE
1026,5.0,Just wow!,Excellent packaging and early delivery. Tq flipkart for the quick delivery and safe packaging loved the iphone 14.READ MORE
1027,5.0,Great product,"Amazing product, excellent delivery and exchange offered by Flipkart.READ MORE"
1028,5.0,Terrific purchase,GoodREAD MORE
1029,5.0,Worth every penny,GoodREAD MORE
1030,5.0,Super!,Superb. Also Superfast Delivery by Flipkart.READ MORE
1031,5.0,Highly recommended,Very good and compact phone. Photos are awesome. Sound clarity excellent.READ MORE
1032,5.0,Brilliant,Proper Proformance Package 👍READ MORE
1033,5.0,Fabulous!,Flipkart has delivered Original Genuine IPhoneREAD MORE
1034,5.0,Awesome,NiceREAD MORE
1035,5.0,Super!,Nice productREAD MORE
1036,5.0,Highly recommended,Best Camera and performance.READ MORE
1037,4.0,Really Nice,"Good , best deal from FlipkartREAD MORE"
1038,5.0,Excellent,SuparREAD MORE
1039,4.0,Pretty good,wownice mobile.... best camera...good performance👌READ MORE
1040,5.0,Terrific purchase,SuperREAD MORE
1041,5.0,Super!,GoodREAD MORE
1042,5.0,Classy product,Nice. PhoneREAD MORE
1043,4.0,Good choice,Amazing purchase works perfectly and battery backup is also good.READ MORE
1044,5.0,Brilliant,I love this i phone 14 Outstanding Performance Great Battery Good Cameras Love it 😍READ MORE
1045,5.0,Must buy!,Nothing to say osmREAD MORE
1046,5.0,Classy product,Worth the spend.READ MORE
1047,5.0,Super!,good oneREAD MORE
1048,5.0,Just wow!,Awesome deviceREAD MORE
1049,5.0,Must buy!,Thank you FlipkartREAD MORE
1050,5.0,Terrific,Good product 👍READ MORE
1051,5.0,Excellent,Mind blowing phoneREAD MORE
1052,5.0,Excellent,Thank you for Flipkart iPhone 14Nice 👍👍👍👍👍👍👍Nice delivery 🚚🚚🚚🚚READ MORE
1053,5.0,Brilliant,NiceREAD MORE
1054,5.0,Excellent,Awesome ❤️❤️READ MORE
1055,5.0,Just wow!,"Its awesome , best color and nice performance.  #applepie #🍎READ MORE"
1056,4.0,Good quality product,GoodREAD MORE
1057,5.0,Classy product,So far so goodREAD MORE
1058,5.0,Excellent,This is my 3rd iphone purchase from flipkart. Good real iphone no fakeREAD MORE
1059,5.0,Best in the market!,Perfect PhoneREAD MORE
1060,5.0,Excellent,Awesome phoneREAD MORE
1061,3.0,Decent product,It is not that much good btt goodREAD MORE
1062,5.0,Terrific,The bestREAD MORE
1063,5.0,Worth every penny,Value for money FOR APPLE 14READ MORE
1064,5.0,Worth every penny,Just osmmmmmmREAD MORE
1065,5.0,Awesome,NiceREAD MORE
1066,5.0,Wonderful,IPhone 14 is amazing mobile phone. Best camera or battery backup is awsome. Easy to use ios compare to android. Best iPhone in market highly recommendREAD MORE
1067,5.0,Must buy!,GoodREAD MORE
1068,5.0,Worth every penny,GoodREAD MORE
1069,5.0,Just wow!,Super phone iPhone 14READ MORE
1070,5.0,Must buy!,EXCELLENTREAD MORE
1071,5.0,Classy product,GoodREAD MORE
1072,5.0,Excellent,Phone is good and performance is niceREAD MORE
1073,5.0,Classy product,iPhone is iPhoneREAD MORE
1074,5.0,Fabulous!,Best phone✨✨..READ MORE
1075,5.0,Super!,It's good 👍READ MORE
1076,4.0,Value-for-money,Good Product below 50kREAD MORE
1077,5.0,Worth every penny,Good phone but take when you have excess moneyREAD MORE
1078,5.0,Simply awesome,I am very happyREAD MORE
1079,5.0,Wonderful,The best product in the best price.. Love ItREAD MORE
1080,5.0,Just wow!,iPhone 14 very good 👍👍👍👍READ MORE
1081,5.0,Worth every penny,This is the my second iphone 14 which one purchased from flipkart . Its totally wowREAD MORE
1082,5.0,Good choice,Night mode is bestREAD MORE
1083,5.0,Awesome,"Night mode is just, So beautiful so elegant just looking like a wow 😳😂READ MORE"
1084,5.0,Fabulous!,OsmREAD MORE
1085,5.0,Just wow!,Superb phone always awesomeREAD MORE
1086,5.0,Best in the market!,Amazing product 😄READ MORE
1087,4.0,Nice product,GoodREAD MORE
1088,3.0,Fair,Nice 👍🙂READ MORE
1089,5.0,Worth every penny,Good 👍READ MORE
1090,5.0,Great product,Ausome phoneREAD MORE
1091,5.0,Classy product,"Purple is the best in look. Best phone. Some features has foundations, Not like android but rest in everything superbREAD MORE"
1092,5.0,Super!,Amazing I phone 14READ MORE
1093,5.0,Classy product,"All Genuineproduct, but always keep eye on deliveryREAD MORE"
1094,5.0,Must buy!,Overall product is Good.READ MORE
1095,5.0,Simply awesome,Very goodREAD MORE
1096,5.0,Perfect product!,Nice phoneREAD MORE
1097,5.0,Best in the market!,Best performance iPhone 11 to iPhone 14Nice colour 👍READ MORE
1098,5.0,Fabulous!,Superb camera qualityREAD MORE
1099,4.0,Good quality product,GoodREAD MORE
1100,5.0,Fabulous!,GreatREAD MORE
1101,5.0,Terrific purchase,Excelennt go for itREAD MORE
1102,5.0,Worth every penny,Good phone battery backup goodREAD MORE
1103,5.0,Highly recommended,GoodREAD MORE
1104,5.0,Brilliant,GoodREAD MORE
1105,5.0,Brilliant,As expected from Apple thanks to big billions daysREAD MORE
1106,5.0,Simply awesome,Good productREAD MORE
1107,5.0,Fabulous!,Very Nice phoneREAD MORE
1108,4.0,Very Good,Phone is good but battery drains too muchREAD MORE
1109,4.0,Good choice,good productsREAD MORE
1110,4.0,Very Good,Nice but display small oneREAD MORE
1111,5.0,Excellent,GoodREAD MORE
1112,4.0,Very Good,Very good productREAD MORE
1113,5.0,Wonderful,I love it 💝READ MORE
1114,5.0,Excellent,iPhone niceREAD MORE
1115,5.0,Great product,OutstandingREAD MORE
1116,5.0,Brilliant,So beautiful 😍😍I Love it ❤️❤️❤️READ MORE
1117,5.0,Must buy!,It's wonderful dealREAD MORE
1118,5.0,Best in the market!,Best phoneREAD MORE
1119,5.0,Wonderful,BestREAD MORE
1120,5.0,Brilliant,Very goodREAD MORE
1121,5.0,Mind-blowing purchase,Just Awesome performanceREAD MORE
1122,5.0,Terrific,Awesome productREAD MORE
1123,5.0,Highly recommended,Very good phoneREAD MORE
1124,5.0,Best in the market!,"In this budget, they have to improve more on cameraREAD MORE"
1125,5.0,Worth every penny,GreatREAD MORE
1126,5.0,Just wow!,Dreem phone😍✌️ super experience 😉❤️READ MORE
1127,4.0,Really Nice,"After using 1 month I am on a conclusion that I phone is amazing in performance battery is almost give full day performance and Camera quality  is almost perfect, perfect in hand.READ MORE"
1128,5.0,Simply awesome,Excellent performance 👌👌READ MORE
1129,5.0,Brilliant,Good 👍READ MORE
1130,5.0,Terrific,Upgraded from 13 to 14 and i would say it is little faster than 13 and has a bit of good camera.Overall great device.READ MORE
1131,3.0,Nice,AwesomeREAD MORE
1132,5.0,Fabulous!,Great productREAD MORE
1133,5.0,Best in the market!,"Perfect design , night photography is ultimate,  look and feel is premium overall a very good phone in this range. This is my 2 iPhone totally worth buying.READ MORE"
1134,5.0,Super!,Excellent performance iPhone 14 Thanks for FlipkartREAD MORE
1135,5.0,Great product,GoodREAD MORE
1136,5.0,Worth every penny,Awesome product....READ MORE
1137,5.0,Just wow!,Totally worth it as its price range.!READ MORE
1138,5.0,Awesome,SuperREAD MORE
1139,5.0,Mind-blowing purchase,Not bad   Not badREAD MORE
1140,5.0,Fabulous!,Original product...thnx FlipkartREAD MORE
1141,5.0,Must buy!,Just like a wowREAD MORE
1142,5.0,Must buy!,Nice productREAD MORE
1143,5.0,Classy product,AwesomeREAD MORE
1144,5.0,Highly recommended,Nice productREAD MORE
1145,5.0,Perfect product!,Very happy to having IPhone 14. Excellent display battery performance.READ MORE
1146,5.0,Highly recommended,Awesome expect Camera Quality.READ MORE
1147,5.0,Excellent,ThanksREAD MORE
1148,5.0,Terrific purchase,Excellent in all respectsREAD MORE
1149,5.0,Fabulous!,HappyREAD MORE
1150,4.0,Good choice,Nice experience for first time iPhone user.READ MORE
1151,5.0,Great product,Very nice product everything is fineREAD MORE
1152,4.0,Good choice,OkREAD MORE
1153,5.0,Classy product,Awesome 🔥READ MORE
1154,5.0,Fabulous!,WowREAD MORE
1155,5.0,Worth every penny,Awesome 🤩READ MORE
1156,5.0,Great product,Best smartphoneREAD MORE
1157,5.0,Super!,Very best for meREAD MORE
1158,5.0,Just wow!,It is a amazing Phone and I have excellent experience with this phone 📱READ MORE
1159,5.0,Classy product,Very niceREAD MORE
1160,3.0,Decent product,Battery drain 1 month 99READ MORE
1161,5.0,Excellent,Lovely ❣️READ MORE
1162,5.0,Terrific,GoodREAD MORE
1163,5.0,Mind-blowing purchase,GoodREAD MORE
1164,5.0,Highly recommended,Thanks Flipkart for giving my iPhone 14 in such a great priceREAD MORE
1165,5.0,Best in the market!,Value for moneyREAD MORE
1166,5.0,Awesome,Nice phone.READ MORE
1167,5.0,Excellent,Good oneREAD MORE
1168,5.0,Awesome,Brand is brand ✌🏻READ MORE
1169,5.0,Terrific,Super product at a great price.READ MORE
1170,4.0,Good choice,"Except battery, phone is too good. I was expecting bit more battery capacity.READ MORE"
1171,5.0,Excellent,Dam gudREAD MORE
1172,4.0,Pretty good,This product is amazing and very good productREAD MORE
1173,5.0,Perfect product!,AwesomeREAD MORE
1174,5.0,Wonderful,Nice productREAD MORE
1175,5.0,Perfect product!,Mind blowing purchase. Must buy phone highly recommendedREAD MORE
1176,5.0,Mind-blowing purchase,Very good product.READ MORE
1177,5.0,Unbelievable Experience !,incredible experience coming from androidREAD MORE
1178,5.0,Just wow!,I love iphone 14👑🤩🥰READ MORE
1179,5.0,Classy product,amazingREAD MORE
1180,5.0,Mind-blowing purchase,GoodREAD MORE
1181,5.0,Terrific,Excellent iPhone 📱 I❤️ itREAD MORE
1182,5.0,Terrific,Happy with Battery performance😅 And More with camera quality and Sound and mic and video quality with sound is just like WOW😅🥰😘😍READ MORE
1183,5.0,Excellent,OkREAD MORE
1184,5.0,Fabulous!,Amazing in Love with iPhone 14❤️READ MORE
1185,5.0,Classy product,OsmREAD MORE
1186,5.0,Brilliant,Fantastic 😍READ MORE
1187,4.0,Good choice,GoodREAD MORE
1188,5.0,Perfect product!,NiceREAD MORE
1189,5.0,Worth every penny,Excellent performanceREAD MORE
1190,5.0,Wonderful,So good product ❤️READ MORE
1191,5.0,Excellent,GoodREAD MORE
1192,5.0,Mind-blowing purchase,SUPERREAD MORE
1193,5.0,Worth every penny,Good product and high camera qualityREAD MORE
1194,5.0,Excellent,Nice phone . Very stylish and good lookingREAD MORE
1195,5.0,Wonderful,GreatREAD MORE
1196,4.0,Pretty good,Good phone but battery more bigger sizeREAD MORE
1197,5.0,Highly recommended,very goodREAD MORE
1198,5.0,Must buy!,ExcellentREAD MORE
1199,5.0,Terrific,Sooo beautiful so elegant no words for this🫶🏻READ MORE
1200,5.0,Terrific,Very good productREAD MORE
1201,5.0,Super!,FLIPKART OPEN THE BOX SERVICE IS GOOD AND EXCELLENTREAD MORE
1202,5.0,Must buy!,Best productREAD MORE
1203,5.0,Super ! se bhi Upar !! Best,Super SmoothREAD MORE
1204,5.0,Terrific,ExcellentREAD MORE
1205,5.0,Best in the market!,Best phoneREAD MORE
1206,4.0,Good choice,GoodREAD MORE
1207,5.0,Highly recommended,One of best decision my life❤️First I phone always special Go for it!!Best in all terms but battery is normal..READ MORE
1208,5.0,Highly recommended,GoodREAD MORE
1209,5.0,Great product,Original product received ☺️READ MORE
1210,5.0,Great product,Excellent phoneREAD MORE
1211,5.0,Best in the market!,Nice  purple color very good iphone 14 phoneREAD MORE
1212,5.0,Just wow!,Good 🤞🤞READ MORE
1213,5.0,Must buy!,Best product in low priceREAD MORE
1214,5.0,Wonderful,Superb products by aapleREAD MORE
1215,4.0,Good choice,GoodREAD MORE
1216,5.0,Mind-blowing purchase,Excellent! Satisfied 😌READ MORE
1217,5.0,Fabulous!,Very good quality Very fast delivery for flipkart Under 34 hoursREAD MORE
1218,5.0,Highly recommended,Very good product and I am satisfiedREAD MORE
1219,5.0,Perfect product!,OkREAD MORE
1220,5.0,Fabulous!,Amazing 🔥🔥READ MORE
1221,5.0,Just wow!,Nice Service by Flipkart.... Thanks flipkart for this opportunity.... Thanks for great festival sale... Nice mobile iphone 14 .... I like this product...READ MORE
1222,5.0,Best in the market!,"Impressive Evolution in the iPhone SeriesRating: ⭐⭐⭐⭐⭐ (5/5)I recently got my hands on the iPhone 14, and it has left me thoroughly impressed. Apple has once again raised the bar for smartphones with this latest iteration. From design to performance, the iPhone 14 delivers on all fronts.READ MORE"
1223,5.0,Worth every penny,GoodREAD MORE
1224,5.0,Best in the market!,Very good mobileREAD MORE
1225,5.0,Worth every penny,Awesome mobileREAD MORE
1226,5.0,Terrific,Nice phoneREAD MORE
1227,5.0,Must buy!,It was my dream to buy a iphone one day and Flipkart made it come true by offering it at such a good price. Thanks Flipkart and all Flipkart members.READ MORE
1228,5.0,Brilliant,NiceREAD MORE
1229,5.0,Fabulous!,Very amazing product with awesome deal.READ MORE
1230,5.0,Awesome,Got the brand new one with open box delivery and its genuine iPhone ✌️READ MORE
1231,5.0,Brilliant,Worth itREAD MORE
1232,5.0,Worth every penny,Awesome phone currently switched to my 1st iphone after using android for more than 5 years.I m loving it.READ MORE
1233,5.0,Super!,Good mobileREAD MORE
1234,5.0,Wonderful,Absolutely beast. Just go for it.READ MORE
1235,5.0,Must buy!,Thank you Flipkart I received a best productREAD MORE
1236,5.0,Just wow!,Iphone does it betterREAD MORE
1237,5.0,Best in the market!,AwesomeREAD MORE
1238,5.0,Just wow!,master peiceREAD MORE
1239,5.0,Wonderful,AwesomeREAD MORE
1240,5.0,Mind-blowing purchase,Vry goodREAD MORE
1241,5.0,Wonderful,Value for moneyREAD MORE
1242,3.0,Just okay,Bad phoneREAD MORE
1243,5.0,Perfect product!,Amazing phoneREAD MORE
1244,5.0,Best in the market!,Very good 🔥❤️READ MORE
1245,5.0,Worth every penny,"Really powerful and impressedSo its a year now I have been using this device, without a doubt it has surpassed my expectations. Am not going to tell you about the display and other stuffs. You all know there is no phone available that even comes close to iPhone.iPhone 14 has excellent camera can easily hold up for 2-3 more years (if you are a pro photographer) it may vary but for 99/100 users this phone gives you the best shots possible. Special mention to portrait made, the pics are insan...READ MORE"
1246,5.0,Highly recommended,Love this product 😍READ MORE
1247,5.0,Highly recommended,GoodREAD MORE
1248,5.0,Worth every penny,AllREAD MORE
1249,5.0,Simply awesome,Nice compact phoneREAD MORE
1250,3.0,Decent product,The battery back up is poor. The product gets heated very often.. not worth the priceREAD MORE
1251,5.0,Classy product,AwesomeREAD MORE
1252,4.0,Wonderful,Good productREAD MORE
1253,5.0,Terrific,Very very nice product 👌👌👌👌READ MORE
1254,5.0,Worth every penny,GreatREAD MORE
1255,5.0,Must buy!,GoodREAD MORE
1256,5.0,Excellent,Best qualityREAD MORE
1257,5.0,Must buy!,"Amazing camera quality, loved itREAD MORE"
1258,5.0,Super!,ExlntREAD MORE
1259,5.0,Terrific,"So beautiful, so elegant, just looking like a wow,😍READ MORE"
1260,5.0,Mind-blowing purchase,GoodREAD MORE
1261,5.0,Mind-blowing purchase,AwesomeREAD MORE
1262,5.0,Must buy!,Good 👍READ MORE
1263,5.0,Super!,No words to explain its performance. Android can never match its performance even in any premium phones. Recommend to all android user.READ MORE
